het_code,smiles,protonated_smiles,ph,n_pka_sites,pka_values,guard_neutralized,method
5JY,CCC1CCC(=C(c2ccc(cc2)O)c3ccc(cc3)O)CC1,CCC1CCC(=C(c2ccc(O)cc2)c2ccc(O)cc2)CC1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5K0,CC1CCC(=C(c2ccc(cc2)O)c3ccc(cc3)O)CC1,CC1CCC(=C(c2ccc(O)cc2)c2ccc(O)cc2)CC1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5K1,CS[C@H]1CCCC(=C(c2ccc(cc2)O)c3ccc(cc3)O)C1,CS[C@H]1CCCC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5K2,c1ccc2c(c1)CCC(=C(c3ccc(cc3)O)c4ccc(cc4)O)C2,Oc1ccc(C(=C2CCc3ccccc3C2)c2ccc(O)cc2)cc1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5K4,CC[C@H]1CCCC(=C(c2ccc(cc2)O)c3ccc(cc3)O)C1,CC[C@H]1CCCC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5K5,c1cc(ccc1C(=C2CC[C@H]3CCCC[C@@H]3C2)c4ccc(cc4)O)O,Oc1ccc(C(=C2CC[C@H]3CCCC[C@@H]3C2)c2ccc(O)cc2)cc1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5K7,COC(=O)CC1CCC(=C(c2ccc(cc2)O)c3ccc(cc3)O)CC1,COC(=O)CC1CCC(=C(c2ccc(O)cc2)c2ccc(O)cc2)CC1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5K8,COC(=O)C([C@H]1CCCC(=C(c2ccc(cc2)O)c3ccc(cc3)O)C1)C(=O)OC,COC(=O)C(C(=O)OC)[C@H]1CCCC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5KA,c1cc(ccc1C(=C2CCC(CC2)CCOCCCCF)c3ccc(cc3)O)O,Oc1ccc(C(=C2CCC(CCOCCCCF)CC2)c2ccc(O)cc2)cc1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5KB,c1ccc(cc1)[C@@H]2CCCC(=C(c3ccc(cc3)O)c4ccc(cc4)O)C2,Oc1ccc(C(=C2CCC[C@@H](c3ccccc3)C2)c2ccc(O)cc2)cc1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5KD,COc1ccc(cc1)[C@H]2CCCC(=C(c3ccc(cc3)O)c4ccc(cc4)O)C2,COc1ccc([C@H]2CCCC(=C(c3ccc(O)cc3)c3ccc(O)cc3)C2)cc1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5KE,c1cc(ccc1[C@H]2CCCC(=C(c3ccc(cc3)O)c4ccc(cc4)O)C2)O,Oc1ccc(C(=C2CCC[C@H](c3ccc(O)cc3)C2)c2ccc(O)cc2)cc1,7.4,3,10.00;10.00;10.00,phenol:3,pkasolver+weak_acid_guard
5KF,c1cc(ccc1C(=C2CCC[C@@H](C2)CCO)c3ccc(cc3)O)O,OCC[C@H]1CCCC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C1,7.4,3,8.94;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5KG,c1cc(ccc1C(=C2CCC(CC2)CCO)c3ccc(cc3)O)O,OCCC1CCC(=C(c2ccc(O)cc2)c2ccc(O)cc2)CC1,7.4,3,8.92;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5OR,c1cc(ccc1c2c(n3cc(ccc3n2)O)I)O,Oc1ccc(-c2nc3ccc(O)cn3c2I)cc1,7.4,3,4.94;9.26;10.00,phenol:1,pkasolver+weak_acid_guard
5OS,c1cc(c(cc1O)Cl)c2cocc2c3ccc(cc3Cl)O,Oc1ccc(-c2cocc2-c2ccc(O)cc2Cl)c(Cl)c1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
5P1,c1cc(ccc1c2c(n3cc(ccc3n2)O)C(F)(F)F)O,Oc1ccc(-c2nc3ccc(O)cn3c2C(F)(F)F)cc1,7.4,3,4.79;9.24;10.00,phenol:1,pkasolver+weak_acid_guard
5VP,c1ccc(cc1)c2csc3c2c(nc(n3)Cl)NCc4ccc(cc4)O,Oc1ccc(CNc2nc(Cl)nc3scc(-c4ccccc4)c23)cc1,7.4,5,3.55;4.28;5.12;9.22;10.00,phenol:1,pkasolver+weak_acid_guard
5YR,CCCN(C)C(=O)CCCCCCCCCS[C@@H]1Cc2cc(ccc2[C@H]3[C@@H]1[C@@H]4CC[C@@H]([C@]4(CC3)C)O)O,CCC[NH+](C)C(=O)CCCCCCCCCS[C@@H]1Cc2cc(O)ccc2[C@@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,7.4,3,7.85;9.08;10.00,phenol:1,pkasolver+weak_acid_guard
61Z,c1ccc(cc1)c2csc3c2c(nc(n3)Cl)N4Cc5ccc(cc5C4)O,Oc1ccc2c(c1)CN(c1nc(Cl)nc3scc(-c4ccccc4)c13)C2,7.4,4,3.99;3.99;4.79;10.00,phenol:1,pkasolver+weak_acid_guard
689,C[C@H]1C=C([C@@H]2[C@@H]([C@]1(CO[C@@H]2c3ccc(cc3)O)CO)C)C,CC1=C[C@H](C)[C@]2(CO)CO[C@H](c3ccc(O)cc3)[C@H]1[C@@H]2C,7.4,2,9.21;10.00,phenol:1,pkasolver+weak_acid_guard
6WL,Cn1c2c(cccc2C(F)(F)F)c(n1)c3ccc(cc3O)O,Cn1nc(-c2ccc(O)cc2O)c2cccc(C(F)(F)F)c21,7.4,3,3.54;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
6WM,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@@H]([C@@H]2O)Cc5ccccc5)O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@H](Cc1ccccc1)[C@@H]2O,7.4,2,10.00;10.38,phenol:1,pkasolver+weak_acid_guard
6WN,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C/C(=C\c5ccccc5)/C2=O)O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C/C(=C\c1ccccc1)C2=O,7.4,1,10.00,phenol:1,pkasolver+weak_acid_guard
6WP,c1ccc2c(c1)cccc2OS(=O)(=O)[C@@H]3C[C@H]4C(=C([C@@H]3O4)c5ccc(cc5)O)c6ccc(cc6)O,O=S(=O)(Oc1cccc2ccccc12)[C@@H]1C[C@@H]2O[C@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
6WQ,c1cc(ccc1C(=C2CCc3c2ccc(c3)Br)c4ccc(cc4)O)O,Oc1ccc(C(=C2CCc3cc(Br)ccc32)c2ccc(O)cc2)cc1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
6WR,c1cc(c(cc1O)Cl)C2=CC[C@H]3[C@@H](C2)CC[C@@H]3O,Oc1ccc(C2=CC[C@H]3[C@H](CC[C@@H]3O)C2)c(Cl)c1,7.4,2,8.43;10.00,phenol:1,pkasolver+weak_acid_guard
6WS,c1cc(ccc1C(=C(Cl)Cl)c2ccc(cc2)Cl)Cl,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,7.4,0,,,pkasolver:no_ionizable
6WT,c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)(Cl)Cl)Cl,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,7.4,0,,,pkasolver:no_ionizable
6WU,C[C@]12CC=C(C[C@H]1CC[C@@H]2O)c3cc(c(cc3F)O)F,C[C@]12CC=C(c3cc(F)c(O)cc3F)C[C@H]1CC[C@@H]2O,7.4,2,8.52;10.00,phenol:1,pkasolver+weak_acid_guard
6WW,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2N(C)c5ccccc5)O,C[NH+](c1ccccc1)[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,7.4,2,8.22;10.00,phenol:1,pkasolver+weak_acid_guard
73I,c1cc(ccc1C2=C([C@H]3[C@@H](C[C@@H]2O3)S(=O)(=O)N(CC(F)(F)F)c4ccc(cc4)O)c5ccc(cc5)O)O,O=S(=O)([C@@H]1C[C@@H]2O[C@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1)N(CC(F)(F)F)c1ccc(O)cc1,7.4,4,4.07;10.00;10.00;10.00,phenol:3,pkasolver+weak_acid_guard
77I,COc1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)OCCCN5CCCCC5)c6ccc(cc6)O,COc1ccc(N(CC(F)(F)F)S(=O)(=O)[C@@H]2C[C@@H]3O[C@H]2C(c2ccc(OCCC[NH+]4CCCCC4)cc2)=C3c2ccc(O)cc2)cc1,7.4,3,3.73;8.31;10.00,phenol:1,pkasolver+weak_acid_guard
77W,C[C@]1(c2ccc(cc2CCN1c3ccc(cc3)F)O)c4ccc(cc4)/C=C/C(=O)O,C[C@@]1(c2ccc(/C=C/C(=O)[O-])cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1,7.4,3,4.76;5.44;10.00,phenol:1,pkasolver+weak_acid_guard
782,CC(C)c1ccc(cc1)N2CCc3cc(ccc3[C@@]2(C)c4ccc(cc4)/C=C/C(=O)O)O,CC(C)c1ccc(N2CCc3cc(O)ccc3[C@@]2(C)c2ccc(/C=C/C(=O)[O-])cc2)cc1,7.4,3,4.90;5.55;10.00,phenol:1,pkasolver+weak_acid_guard
7AI,c1cc(ccc1C2=C([C@H]3[C@@H](C[C@@H]2O3)S(=O)(=O)N(CC(F)(F)F)c4ccc(cc4)OCCN5CCCCC5)c6ccc(cc6)O)O,O=S(=O)([C@@H]1C[C@@H]2O[C@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1)N(CC(F)(F)F)c1ccc(OCC[NH+]2CCCCC2)cc1,7.4,4,3.99;7.97;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7E1,c1cc(cc(c1)Cl)OS(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)C=CCCCC(=O)O)c5ccc(cc5)O,O=C([O-])CCCC=Cc1ccc(C2=C(c3ccc(O)cc3)[C@@H]3C[C@@H](S(=O)(=O)Oc4cccc(Cl)c4)[C@H]2O3)cc1,7.4,2,5.46;10.00,phenol:1,pkasolver+weak_acid_guard
7E3,c1cc(cc(c1)Cl)OS(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)OCCCCC(=O)O)c5ccc(cc5)O,O=C([O-])CCCCOc1ccc(C2=C(c3ccc(O)cc3)[C@@H]3C[C@@H](S(=O)(=O)Oc4cccc(Cl)c4)[C@H]2O3)cc1,7.4,2,5.35;10.00,phenol:1,pkasolver+weak_acid_guard
7EB,CN(C)CCOc1ccc(cc1)C2=C([C@@H]3C[C@H]([C@H]2O3)S(=O)(=O)Oc4ccc(cc4)Br)c5ccc(cc5)O,C[NH+](C)CCOc1ccc(C2=C(c3ccc(O)cc3)[C@@H]3C[C@@H](S(=O)(=O)Oc4ccc(Br)cc4)[C@H]2O3)cc1,7.4,2,8.44;10.00,phenol:1,pkasolver+weak_acid_guard
7EC,c1cc(ccc1C2=C([C@H]3[C@@H](C[C@@H]2O3)S(=O)(=O)Oc4ccc(cc4)Br)c5ccc(cc5)OCCN6CCCCC6)O,O=S(=O)(Oc1ccc(Br)cc1)[C@@H]1C[C@@H]2O[C@H]1C(c1ccc(OCC[NH+]3CCCCC3)cc1)=C2c1ccc(O)cc1,7.4,2,8.36;10.00,phenol:1,pkasolver+weak_acid_guard
7ED,CC[C@H](c1ccc(cc1)O)[C@H](c2ccc(cc2)O)C(=O)OCCCCCCCCOC(=O)C(c3ccc(cc3)O)C(CC)c4ccc(cc4)O,CCC(c1ccc(O)cc1)C(C(=O)OCCCCCCCCOC(=O)[C@@H](c1ccc(O)cc1)[C@H](CC)c1ccc(O)cc1)c1ccc(O)cc1,7.4,4,10.00;10.00;10.00;10.00,phenol:4,pkasolver+weak_acid_guard
7EF,CC(=CCn1c(c2cccc(c2n1)C(F)(F)F)c3ccc(cc3O)O)C,CC(C)=CCn1nc2c(C(F)(F)F)cccc2c1-c1ccc(O)cc1O,7.4,3,4.16;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7EG,c1cc(ccc1c2ccc(c(c2c3ccc(cc3)O)/C=N/O)O)O,O/N=C/c1c(O)ccc(-c2ccc(O)cc2)c1-c1ccc(O)cc1,7.4,0,,,pkasolver:no_ionizable
7EI,COc1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)[C@H]2C[C@@H]3C(=C([C@H]2O3)c4ccc(cc4)OCCN5CCCCC5)c6ccc(cc6)O,COc1ccc(N(CC(F)(F)F)S(=O)(=O)[C@H]2C[C@H]3O[C@@H]2C(c2ccc(OCC[NH+]4CCCCC4)cc2)=C3c2ccc(O)cc2)cc1,7.4,3,3.67;8.02;10.00,phenol:1,pkasolver+weak_acid_guard
7EL,c1cc(ccc1c2ccc(c(c2Cl)O)/C=N/O)O,O/N=C/c1ccc(-c2ccc(O)cc2)c(Cl)c1O,7.4,0,,,pkasolver:no_ionizable
7EM,c1cc(ccc1c2cc(sc2c3ccc(cc3)O)c4ccc(cc4)O)O,Oc1ccc(-c2cc(-c3ccc(O)cc3)c(-c3ccc(O)cc3)s2)cc1,7.4,3,10.00;10.00;10.00,phenol:3,pkasolver+weak_acid_guard
7EN,c1cc(c(cc1O)Cl)C2=C(S(=O)C=C2)c3ccc(cc3Cl)O,O=S1C=CC(c2ccc(O)cc2Cl)=C1c1ccc(O)cc1Cl,7.4,1,10.00,phenol:1,pkasolver+weak_acid_guard
7EO,c1cc(c(cc1O)Cl)C2=CC=C(S2=O)c3ccc(cc3Cl)O,O=S1C(c2ccc(O)cc2Cl)=CC=C1c1ccc(O)cc1Cl,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7EQ,c1cc(c(cc1O)F)C2=CC=C(S2=O)c3ccc(cc3F)O,O=S1C(c2ccc(O)cc2F)=CC=C1c1ccc(O)cc1F,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7ER,c1cc(c(cc1O)F)C2=CS(=O)(=O)C=C2c3ccc(cc3F)O,O=S1(=O)C=C(c2ccc(O)cc2F)C(c2ccc(O)cc2F)=C1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7ES,c1cc(c(cc1O)F)c2ccsc2c3ccc(cc3F)O,Oc1ccc(-c2ccsc2-c2ccc(O)cc2F)c(F)c1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7ET,c1cc(cc(c1)F)OS(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)OCCN5CCCCC5)c6ccc(cc6)O,O=S(=O)(Oc1cccc(F)c1)[C@@H]1C[C@@H]2O[C@H]1C(c1ccc(OCC[NH+]3CCCCC3)cc1)=C2c1ccc(O)cc1,7.4,2,8.32;10.00,phenol:1,pkasolver+weak_acid_guard
7EV,c1cc(ccc1C2=C([C@@H]3C[C@H]([C@H]2O3)S(=O)(=O)Oc4ccc(cc4)Br)c5ccc(cc5)OCCCCC(=O)O)O,O=C([O-])CCCCOc1ccc(C2=C(c3ccc(O)cc3)[C@@H]3O[C@H]2C[C@H]3S(=O)(=O)Oc2ccc(Br)cc2)cc1,7.4,2,5.35;10.00,phenol:1,pkasolver+weak_acid_guard
7FD,CCOC(=O)C=Cc1ccc(cc1)C(=C2CCCCC2)c3ccc(cc3)O,CCOC(=O)C=Cc1ccc(C(=C2CCCCC2)c2ccc(O)cc2)cc1,7.4,1,10.00,phenol:1,pkasolver+weak_acid_guard
7FG,CCOC(=O)C=Cc1ccc(cc1)C(=C2C3CCCC2CCC3)c4ccc(cc4)O,CCOC(=O)C=Cc1ccc(C(=C2C3CCCC2CCC3)c2ccc(O)cc2)cc1,7.4,1,10.00,phenol:1,pkasolver+weak_acid_guard
7FJ,c1ccc2c(c1)CC(=C(c3ccc(cc3)O)c4ccc(cc4)O)C2,Oc1ccc(C(=C2Cc3ccccc3C2)c2ccc(O)cc2)cc1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7FL,c1cc(ccc1C(=C2CCCCCC2)c3ccc(cc3)O)O,Oc1ccc(C(=C2CCCCCC2)c2ccc(O)cc2)cc1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7FO,c1cc(ccc1C2=C([C@H]3[C@@H](C[C@@H]2O3)S(=O)(=O)Oc4ccc(cc4)I)c5ccc(cc5)O)O,O=S(=O)(Oc1ccc(I)cc1)[C@@H]1C[C@@H]2O[C@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7FP,CC(=O)Nc1ccc(cc1)OS(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,CC(=O)Nc1ccc(OS(=O)(=O)[C@@H]2C[C@@H]3O[C@H]2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,7.4,4,5.97;9.68;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7FQ,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@@H]([C@@H]2O)Cc5ccc(cc5)OC)O,COc1ccc(C[C@H]2C[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]3(C)[C@H]2O)cc1,7.4,2,10.00;10.39,phenol:1,pkasolver+weak_acid_guard
7FR,CC(C)c1ccc(cc1)/N=C\2/CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CCc5c4ccc(c5)O)C,CC(C)c1ccc(/N=C2/CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C)cc1,7.4,1,10.00,phenol:1,pkasolver+weak_acid_guard
7FS,CC(C)c1ccc(cc1)N[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CCc5c4ccc(c5)O)C,CC(C)c1ccc([NH2+][C@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C)cc1,7.4,2,7.98;10.00,phenol:1,pkasolver+weak_acid_guard
7FZ,Cc1cc(cc(c1O)C)c2ccc3c(c2)CC[C@@H]3O,Cc1cc(-c2ccc3c(c2)CC[C@@H]3O)cc(C)c1O,7.4,2,10.00;10.10,alcohol:1;phenol:1,pkasolver+weak_acid_guard
7G0,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]2O)c3ccc(cc3)O,C[C@]12CC[C@H](c3ccc(O)cc3)C[C@@H]1CC[C@@H]2O,7.4,2,9.65;10.00,phenol:1,pkasolver+weak_acid_guard
7G1,C[C@]12CC[C@@]3(CCc4c3ccc(c4)O)C[C@@H]1CC[C@@H]2O,C[C@]12CC[C@@]3(CCc4cc(O)ccc43)C[C@@H]1CC[C@@H]2O,7.4,1,9.77,,pkasolver
7G2,c1cc(c(cc1c2ccc(c(c2)F)O)/C=N/O)O,O/N=C/c1cc(-c2ccc(O)c(F)c2)ccc1O,7.4,0,,,pkasolver:no_ionizable
7G3,c1cc(ccc1c2ccc(c(c2)/C=N\O)O)O,O/N=C\c1cc(-c2ccc(O)cc2)ccc1O,7.4,0,,,pkasolver:no_ionizable
7G5,c1cc(ccc1C2=C(CS(=O)(=O)C2)c3ccc(cc3)O)O,O=S1(=O)CC(c2ccc(O)cc2)=C(c2ccc(O)cc2)C1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7I0,CC/C(=C(/c1ccc(cc1)/C=C/C(=O)O)\c2ccc3c(c2)c[nH]n3)/c4ccc(cc4Cl)F,CC/C(=C(/c1ccc(/C=C/C(=O)[O-])cc1)c1ccc2n[nH]cc2c1)c1ccc(F)cc1Cl,7.4,4,3.95;5.09;5.25;8.45,,pkasolver
7I5,c1cc(ccc1/C=C/C(=O)O)N(CC(F)(F)F)S(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,O=C([O-])/C=C/c1ccc(N(CC(F)(F)F)S(=O)(=O)[C@@H]2C[C@@H]3O[C@H]2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,7.4,4,3.63;4.86;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7I9,COc1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)[C@H]2C[C@@H]3C(=C([C@H]2O3)c4ccc(cc4)OCCCCN5CCCCC5)c6ccc(cc6)O,COc1ccc(N(CC(F)(F)F)S(=O)(=O)[C@H]2C[C@H]3O[C@@H]2C(c2ccc(OCCCC[NH+]4CCCCC4)cc2)=C3c2ccc(O)cc2)cc1,7.4,3,3.71;8.32;10.00,phenol:1,pkasolver+weak_acid_guard
7J9,c1cc(ccc1C2=C([C@H]3[C@@H](C[C@@H]2O3)S(=O)(=O)Oc4ccc(cc4)Br)c5ccc(cc5)OCCCCCC(=O)O)O,O=C([O-])CCCCCOc1ccc(C2=C(c3ccc(O)cc3)[C@@H]3C[C@@H](S(=O)(=O)Oc4ccc(Br)cc4)[C@H]2O3)cc1,7.4,2,5.34;10.00,phenol:1,pkasolver+weak_acid_guard
7JY,c1cc(cc(c1)Cl)OS(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)OCCCCCCC(=O)O)c5ccc(cc5)O,O=C([O-])CCCCCCOc1ccc(C2=C(c3ccc(O)cc3)[C@@H]3C[C@@H](S(=O)(=O)Oc4cccc(Cl)c4)[C@H]2O3)cc1,7.4,2,5.34;10.00,phenol:1,pkasolver+weak_acid_guard
7K6,c1cc(ccc1C2=C([C@H]3[C@@H](C[C@@H]2O3)S(=O)(=O)Oc4ccc(cc4)Br)c5ccc(cc5)OCCCCCCC(=O)O)O,O=C([O-])CCCCCCOc1ccc(C2=C(c3ccc(O)cc3)[C@@H]3C[C@@H](S(=O)(=O)Oc4ccc(Br)cc4)[C@H]2O3)cc1,7.4,2,5.35;10.00,phenol:1,pkasolver+weak_acid_guard
7KL,c1cc(cc(c1)Cl)OS(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)C=CC(=O)O)c5ccc(cc5)O,O=C([O-])C=Cc1ccc(C2=C(c3ccc(O)cc3)[C@@H]3C[C@@H](S(=O)(=O)Oc4cccc(Cl)c4)[C@H]2O3)cc1,7.4,2,4.84;10.00,phenol:1,pkasolver+weak_acid_guard
7M1,c1ccc(cc1)OS(=O)(=O)c2ccc(c(c2)c3ccc(cc3)O)c4ccc(cc4)O,O=S(=O)(Oc1ccccc1)c1ccc(-c2ccc(O)cc2)c(-c2ccc(O)cc2)c1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7M4,c1cc(ccc1C=CCCCC(=O)O)C2=C([C@@H]3C[C@@H]([C@H]2O3)S(=O)(=O)Oc4ccc(cc4)Br)c5ccc(cc5)O,O=C([O-])CCCC=Cc1ccc(C2=C(c3ccc(O)cc3)[C@@H]3C[C@H](S(=O)(=O)Oc4ccc(Br)cc4)[C@H]2O3)cc1,7.4,2,5.47;10.00,phenol:1,pkasolver+weak_acid_guard
7M7,c1cc(ccc1c2ccc(cc2c3ccc(cc3)O)S(=O)(=O)Oc4ccc(cc4)Br)O,O=S(=O)(Oc1ccc(Br)cc1)c1ccc(-c2ccc(O)cc2)c(-c2ccc(O)cc2)c1,7.4,2,10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7OI,c1ccc(cc1)COc2ccc(cc2)N(CC(F)(F)F)S(=O)(=O)[C@@H]3C[C@H]4C(=C([C@@H]3O4)c5ccc(cc5)O)c6ccc(cc6)O,O=S(=O)([C@@H]1C[C@@H]2O[C@H]1C(c1ccc(O)cc1)=C2c1ccc(O)cc1)N(CC(F)(F)F)c1ccc(OCc2ccccc2)cc1,7.4,3,3.69;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7OR,COc1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)OCc5ccccc5)c6ccc(cc6)O,COc1ccc(N(CC(F)(F)F)S(=O)(=O)[C@@H]2C[C@@H]3O[C@H]2C(c2ccc(OCc4ccccc4)cc2)=C3c2ccc(O)cc2)cc1,7.4,2,3.36;10.00,phenol:1,pkasolver+weak_acid_guard
7Q5,COC(=O)/C=C\c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O,COC(=O)/C=C\c1ccc(N(CC(F)(F)F)S(=O)(=O)[C@@H]2C[C@@H]3O[C@H]2C(c2ccc(O)cc2)=C3c2ccc(O)cc2)cc1,7.4,3,3.63;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
7QN,Cc1c(ccc2c1CCN([C@@H]2c3ccc(cc3)/C=C/C(=O)O)CC(C)C)O,Cc1c(O)ccc2c1CC[NH+](CC(C)C)[C@@H]2c1ccc(/C=C/C(=O)[O-])cc1,7.4,3,5.23;7.56;10.00,phenol:1,pkasolver+weak_acid_guard
85M,C[C@H]1c2ccc(cc2O[C@H]([C@@H]1c3ccc(cc3)O)c4ccc(cc4)OCCN5CCCC5)O,C[C@H]1c2ccc(O)cc2O[C@@H](c2ccc(OCC[NH+]3CCCC3)cc2)[C@@H]1c1ccc(O)cc1,7.4,3,8.29;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
85Z,Cc1cc(ccc1C2=C(c3ccc(cc3OC2=O)O)Cc4ccc(cc4)/C=C/C(=O)O)F,Cc1cc(F)ccc1-c1c(Cc2ccc(/C=C/C(=O)[O-])cc2)c2ccc(O)cc2oc1=O,7.4,2,5.07;10.00,phenol:1,pkasolver+weak_acid_guard
86V,C[C@H]1CCN(C1)CCOc2ccc(cc2)[C@H]3C(=C(c4ccc(cc4O3)O)C)c5ccc(cc5)O,CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCC[NH+]3CC[C@H](C)C3)cc2)Oc2cc(O)ccc21,7.4,3,8.37;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
86Y,C[C@@H]1CCN(C1)CCOc2ccc(cc2)[C@H]3C(=C(c4ccc(cc4O3)O)C)c5ccc(cc5)O,CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCC[NH+]3CC[C@@H](C)C3)cc2)Oc2cc(O)ccc21,7.4,3,8.37;10.00;10.00,phenol:2,pkasolver+weak_acid_guard
8CQ,c1ccc(cc1)C(=O)C2=C(C(=O)N([C@@H]2c3ccc4c(c3)COC4=O)c5ccc(c(c5)C(=O)O)O)O,O=C(C1=C([O-])C(=O)N(c2ccc(O)c(C(=O)[O-])c2)[C@@H]1c1ccc2c(c1)COC2=O)c1ccccc1,7.4,4,3.06;3.18;4.85;10.00,phenol:1,pkasolver+weak_acid_guard
98L,c1ccc(cc1)c2csc3c2c(nc(n3)Cl)NCc4cccc(c4)O,Oc1cccc(CNc2nc(Cl)nc3scc(-c4ccccc4)c23)c1,7.4,5,3.54;3.91;5.12;9.18;10.00,phenol:1,pkasolver+weak_acid_guard
